cl_id,cl_tracked,cl_fraud,cl_refunded,cb_amount,rf_amount,pv,revenue,co_name,gender,datecl,payment_method,mid,pid,card_brand,ps_id,pss_id
1023,0,0,1,24.56,29.52,2179.36,199.52,New Zealand,female,2021-02-21,E-Wallet,231,1038,Amex,42,34
9657,0,0,1,14.84,29.16,2782.12,72.16,Brazil,male,2021-03-09,E-Wallet,197,1281,Visa,1,26
2997,0,0,0,1.36,7.2,1408.84,844.76,Netherlands,male,2021-03-28,E-Wallet,73,1181,JBC,64,16
1431,0,1,0,14.44,33,1357.84,711.4,United Kingdom,female,2021-03-16,Credit cards,126,1111,Amex,2,34
2643,1,1,0,44.36,41.08,3561.12,109.84,United States,female,2021-01-20,Bank transfers,222,1052,Amex,75,24
3293,1,1,1,36.56,45.32,1328.28,912.8,Spain,female,2021-02-04,Prepaid cards,161,1229,JBC,93,85
9352,0,1,1,13.8,7.4,2357.6,796.32,New Zealand,female,2021-02-20,Mobile,138,1130,Visa,4,32
952,1,0,0,22.08,25,2205.64,741.8,Netherlands,female,2021-01-11,Credit cards,174,1091,JBC,99,36
2955,1,0,1,37.64,42.28,3901.08,702.96,Switzerland,male,2021-02-06,Mobile,36,1142,Visa,55,38
8625,1,0,1,46.52,19.6,4639.24,324.4,United States,male,2021-03-09,Prepaid cards,262,1051,JBC,35,81
6592,0,0,0,14.88,4.68,1175.52,107.28,Norway,male,2021-01-09,E-Wallet,219,1176,Amex,41,19
5308,1,1,1,8.32,6.68,1367.44,992.2,Australia,female,2021-03-06,E-Wallet,253,1123,Visa,8,90
8432,0,0,0,27.6,39.96,3094.32,676,Turkey,female,2021-02-08,Bank transfers,64,1241,JBC,2,78
9403,0,1,0,37,23.36,1489.48,102.68,Spain,female,2021-03-21,Bank transfers,202,1066,Visa,67,90
7017,0,0,0,34.44,38.76,2538.2,310.04,Iran,female,2021-02-03,E-Wallet,162,1106,Amex,30,81
747,1,1,0,2.44,1.16,1807.68,173.32,Turkey,female,2021-03-08,Credit cards,101,1196,Visa,59,60
4610,1,0,0,40.48,25,2195.92,956.48,Germany,male,2021-03-19,E-Wallet,147,1022,JBC,30,83
4737,1,1,1,13.76,6.84,2788.96,893.28,Norway,male,2021-01-29,E-Wallet,216,1155,Amex,1,20
4011,1,1,0,32.76,17.68,1670.92,867.6,Australia,female,2021-01-17,Bank transfers,2,1044,Amex,74,74
1753,1,1,1,41.4,1.92,3214.76,139.44,Denmark,male,2021-01-24,Mobile,195,1139,MasterCard,100,1
4649,1,1,1,40.76,26.2,2094.8,395.6,Ireland,female,2021-01-25,Prepaid cards,268,1296,MasterCard,35,59
4301,1,0,1,11.28,49.28,1391.04,225.44,United States,male,2021-03-18,Mobile,264,1192,Visa,76,50
3304,1,0,0,15.08,17.08,3488.96,281.12,Finland,female,2021-02-05,Mobile,225,1124,MasterCard,90,77
446,0,0,0,25.52,4.08,1226.12,653.36,United States,male,2021-01-06,Credit cards,149,1203,JBC,87,16
775,1,0,1,30.32,19,4135.24,417.64,Switzerland,male,2021-03-17,Mobile,127,1009,JBC,46,29
7558,0,0,1,13.64,5,1045.68,602.2,Turkey,male,2021-03-04,Bank transfers,42,1088,JBC,73,6
4844,1,1,0,49.36,8.36,1832.76,701.08,Finland,female,2021-03-18,Bank transfers,26,1051,JBC,29,19
1301,1,1,0,32.76,11.44,2109.28,641.88,Australia,female,2021-01-30,Mobile,176,1134,MasterCard,56,88
6516,1,1,1,8.88,12.76,2749.08,718.28,United States,female,2021-02-07,E-Wallet,161,1191,Amex,36,97
7840,1,1,1,29.8,25.88,3883.12,822.96,Netherlands,female,2021-01-03,Credit cards,298,1237,MasterCard,21,13
2276,1,0,0,14,36.72,4625.6,309.04,Iran,male,2021-03-06,E-Wallet,289,1267,JBC,78,51
4595,0,0,1,43.56,5.68,2655.04,431.88,France,female,2021-04-01,Mobile,227,1128,MasterCard,76,43
4036,1,0,1,38.8,4.56,1831.24,399.12,Germany,male,2021-03-18,Bank transfers,98,1270,Visa,35,68
5407,1,1,1,41.48,5.6,4937.88,588.36,Spain,female,2021-03-17,Bank transfers,186,1094,MasterCard,65,97
9404,1,0,0,10.84,18.24,2729.44,817.2,Denmark,male,2021-01-21,Bank transfers,93,1023,Amex,16,91
7421,1,1,1,37.64,36.16,4612.6,265.76,United Kingdom,female,2021-04-01,Mobile,243,1112,Visa,27,5
821,1,0,1,27.4,21.92,1795.6,676.4,Finland,male,2021-01-29,Prepaid cards,229,1264,Visa,66,19
8475,0,0,1,41.16,26.8,2734.16,575.56,Netherlands,female,2021-03-11,Bank transfers,250,1078,Visa,87,25
1173,0,0,1,14.68,18,1084.24,476.32,Turkey,female,2021-01-12,Mobile,60,1069,Amex,68,89
9513,0,0,0,35.76,34.48,1742.64,443.4,Norway,male,2021-01-13,Mobile,228,1227,JBC,56,16
6321,0,1,1,24.16,12.52,1237.36,912.16,France,female,2021-02-13,Prepaid cards,288,1045,Amex,96,92
8429,1,1,1,11.24,11.16,2142.6,773.36,Denmark,female,2021-02-09,Credit cards,284,1148,MasterCard,15,75
8893,1,0,1,22.08,48.36,1895.08,539.12,France,male,2021-01-26,E-Wallet,128,1209,Visa,27,17
4583,0,0,0,4.52,39.56,3209.2,960.44,Finland,female,2021-02-07,Credit cards,118,1043,MasterCard,81,83
4032,0,1,0,2,35.72,3697.52,151.72,Turkey,female,2021-02-14,Mobile,213,1261,Visa,62,97
5154,1,0,1,44.88,35.12,4113.88,597.2,Finland,male,2021-03-25,Bank transfers,233,1157,MasterCard,22,91
9414,0,0,1,45.48,23.52,2399.4,446.28,New Zealand,male,2021-02-05,Bank transfers,104,1255,MasterCard,2,86
1885,1,1,1,11.16,11.76,1697.32,601.36,France,male,2021-01-13,Mobile,119,1014,MasterCard,12,100
9569,0,1,1,9.52,5.44,1536.28,464.24,Australia,male,2021-02-09,Credit cards,61,1074,MasterCard,74,48
1417,0,1,1,39.6,16.76,3661.16,716.32,United Kingdom,male,2021-03-22,Credit cards,71,1033,JBC,88,40
8044,0,1,0,48.48,30.48,2821.48,759.56,Iran,male,2021-02-09,E-Wallet,161,1205,JBC,71,14
5346,1,0,1,15.96,3.52,3644.96,789.72,Germany,female,2021-02-17,Mobile,8,1290,MasterCard,46,100
4821,1,0,1,29.8,40.04,2340.64,156.4,New Zealand,female,2021-01-24,E-Wallet,32,1030,MasterCard,1,21
6253,1,1,0,35.56,48.76,2704.64,430.48,Denmark,female,2021-03-05,Mobile,260,1282,Amex,90,26
9890,1,1,0,32.48,10.76,4199.48,506.2,Finland,female,2021-02-19,Bank transfers,52,1176,MasterCard,21,93
1234,0,0,0,37.92,43.24,3154.08,968,Ireland,male,2021-03-21,Mobile,260,1006,Visa,77,54
9384,1,0,0,47.8,41.24,1166.2,81.84,Spain,female,2021-01-21,Bank transfers,250,1110,MasterCard,51,98
3223,1,1,1,22.28,13.76,2958.68,454.92,Iran,male,2021-03-20,E-Wallet,294,1086,Amex,52,5
5675,1,0,1,38.96,40.36,3449.56,727.08,Switzerland,female,2021-02-10,Bank transfers,103,1007,Amex,59,87
2683,0,1,0,42.32,14.68,4198.12,241.76,Iran,female,2021-02-22,E-Wallet,188,1123,JBC,95,71
6225,0,0,1,10.44,38.72,2322.6,642.56,Australia,female,2021-03-12,E-Wallet,297,1065,MasterCard,21,70
3376,0,1,1,1.2,2.08,1050.4,632.08,Netherlands,male,2021-03-07,Bank transfers,18,1005,Amex,15,9
242,1,1,0,25.76,9,2220.72,619.84,Brazil,female,2021-01-09,Bank transfers,244,1015,MasterCard,23,43
4840,0,0,1,6.96,18.2,4189.72,103.44,Germany,female,2021-03-09,Credit cards,70,1226,Amex,54,21
9214,0,1,0,3.24,9.84,1316.08,345.72,Spain,female,2021-02-27,Prepaid cards,18,1279,JBC,20,16
1531,1,1,0,39.72,31.8,4021.72,884.36,Switzerland,male,2021-01-30,Bank transfers,78,1266,Visa,57,8
9808,1,1,1,36.04,8.68,2195.56,320.16,United States,female,2021-01-09,Credit cards,297,1079,JBC,86,8
8217,0,0,0,16.64,16.04,3290.16,977.8,Denmark,female,2021-03-25,Credit cards,25,1144,Visa,48,30
9252,0,0,1,25.56,2.48,3751.12,165.52,Finland,male,2021-01-29,Prepaid cards,215,1206,MasterCard,32,100
5433,0,1,1,18.72,24.04,2023.36,153.92,France,female,2021-01-02,Credit cards,45,1257,Visa,15,71
5296,0,1,1,48.28,49.56,1986.8,886.48,France,female,2021-03-21,E-Wallet,44,1059,Amex,68,94
1282,0,1,1,28.92,18.16,1753.08,969.32,Netherlands,male,2021-01-24,Bank transfers,236,1235,Visa,4,34
4417,0,1,1,6.12,20.28,4804.16,265.04,Netherlands,female,2021-02-17,E-Wallet,288,1071,Amex,7,43
5204,0,1,0,28.96,16,3218.08,586.44,France,male,2021-03-27,Prepaid cards,3,1299,MasterCard,83,55
7902,1,0,0,23.04,25.76,1967.96,873.24,Switzerland,male,2021-02-26,Mobile,166,1108,JBC,30,10
3774,0,1,0,15.04,46.6,4721.48,811.48,United States,male,2021-03-20,Mobile,204,1257,MasterCard,63,51
4835,1,1,0,37.48,8.48,3761.24,481.16,Ireland,female,2021-01-22,E-Wallet,22,1079,MasterCard,1,30
2714,1,1,0,10.36,49.28,1174.12,61.36,Ireland,male,2021-01-03,Prepaid cards,265,1264,MasterCard,27,54
5468,0,1,1,46.92,36.04,2215.2,422.36,Norway,male,2021-03-03,Prepaid cards,82,1237,MasterCard,5,86
1323,1,0,1,23.04,6.76,1038.44,931.6,United States,female,2021-01-14,Credit cards,293,1003,Visa,38,77
38,1,1,0,38.8,31.28,3757.44,214.28,Germany,female,2021-02-20,Credit cards,200,1051,MasterCard,53,56
4308,0,0,0,45,7.52,4562.04,615.24,New Zealand,male,2021-01-29,Bank transfers,250,1166,JBC,83,77
3767,0,1,1,14.72,44.76,1164.32,413.32,New Zealand,male,2021-02-05,Bank transfers,281,1142,Visa,99,58
6631,0,1,0,1.48,42.88,4072.96,234.96,Canada,female,2021-02-19,Bank transfers,180,1073,JBC,36,47
6092,0,0,1,30.68,5.84,2014.76,491.4,United States,female,2021-02-03,Prepaid cards,282,1287,JBC,75,75
2743,0,0,0,3.44,6.4,1378.16,955.48,Netherlands,female,2021-02-20,Prepaid cards,116,1287,MasterCard,43,63
8516,0,0,0,1.88,48.04,4518.92,216.52,Switzerland,male,2021-01-24,Bank transfers,63,1157,MasterCard,87,80
1808,0,0,1,47.44,22.6,4616.76,726.84,Germany,female,2021-03-08,Bank transfers,103,1269,Amex,91,15
9936,0,1,0,20.16,21.12,1732.04,124.72,Australia,male,2021-03-18,Prepaid cards,134,1264,Amex,73,96
4548,0,1,1,37.32,43.64,2658.52,528.44,Canada,male,2021-02-06,Bank transfers,245,1185,MasterCard,26,49
6697,0,1,1,48.4,11.16,1598.48,567.48,Canada,male,2021-03-10,Mobile,26,1112,MasterCard,84,93
8868,1,0,1,3.52,24.4,3205.48,348,France,female,2021-01-05,Bank transfers,33,1019,JBC,29,63
4822,1,1,0,27.92,25.32,1483.88,690.04,Switzerland,male,2021-03-13,Prepaid cards,124,1211,JBC,55,74
2881,0,1,1,10.72,42.28,4463.48,829.92,New Zealand,female,2021-02-04,Mobile,86,1144,Visa,50,66
9288,1,1,1,23.36,44.76,4243,654.8,Denmark,female,2021-03-09,Prepaid cards,138,1149,Amex,19,86
8344,1,1,0,32.24,7.76,2264.2,96.44,Germany,female,2021-03-21,Bank transfers,278,1287,MasterCard,47,7
7788,0,0,1,34.56,3.96,4696.88,600.32,United Kingdom,female,2021-03-29,Prepaid cards,33,1290,JBC,40,42
2064,1,1,0,21.68,9.72,3242.84,116.72,Norway,female,2021-01-28,E-Wallet,46,1054,JBC,85,19
5467,0,0,0,41.92,7.36,2585.16,730.08,New Zealand,male,2021-02-25,Prepaid cards,24,1033,Amex,93,62
3438,0,0,1,9.32,32.32,1598.76,528.08,Netherlands,female,2021-03-07,Credit cards,164,1177,JBC,94,76
2815,1,1,0,47.64,1.8,3323.68,461.4,Spain,male,2021-01-26,Bank transfers,294,1253,Amex,89,99
7467,1,0,0,31.92,24.88,2873.68,642.76,Iran,female,2021-02-04,Credit cards,117,1275,JBC,37,71
5449,1,0,1,42.64,22.68,4881.4,250.64,Australia,male,2021-03-22,E-Wallet,135,1021,MasterCard,38,14
7113,0,1,0,12.24,48.88,3358.88,502.16,Australia,female,2021-03-07,Prepaid cards,227,1000,MasterCard,45,49
9971,0,1,1,7.44,2.44,4374.6,952.6,Germany,female,2021-02-17,Credit cards,100,1254,MasterCard,18,31
2946,1,0,1,19.44,13.88,2340,817.2,United Kingdom,female,2021-01-02,Credit cards,229,1050,Amex,51,78
7063,1,0,0,2.64,24.68,2024.24,417.68,Brazil,male,2021-02-10,E-Wallet,270,1087,Visa,14,67
788,0,0,1,42.84,22.52,2897.92,819.72,France,male,2021-01-18,Bank transfers,161,1058,Amex,63,1
9839,1,0,1,21.76,31.6,3596.04,462.44,Spain,female,2021-03-28,Mobile,125,1049,JBC,4,94
264,1,0,1,43.88,37.16,1502.68,246.72,Australia,male,2021-03-16,E-Wallet,70,1118,Amex,61,87
9488,0,0,1,31.48,30.32,4234.12,319.24,New Zealand,male,2021-03-09,Credit cards,87,1222,Visa,90,58
1746,1,0,1,24.16,39.68,4156.16,952.24,Iran,male,2021-01-17,Prepaid cards,20,1052,MasterCard,37,51
711,0,0,0,20.16,38.68,2095.84,879.88,Iran,female,2021-01-11,E-Wallet,278,1132,Visa,98,10
2456,0,0,0,6.64,2.16,1595.4,667.24,Turkey,female,2021-03-08,E-Wallet,93,1120,MasterCard,91,23
6145,1,1,1,16.04,26.12,4333.64,316.48,Netherlands,female,2021-03-09,Prepaid cards,166,1233,MasterCard,53,98
2084,1,1,0,28.96,44.6,2837.96,925.24,New Zealand,female,2021-03-25,Credit cards,109,1150,Visa,31,29
6530,1,1,1,24.2,8.72,3668.92,612.4,Denmark,female,2021-03-04,Prepaid cards,225,1231,Amex,3,16
637,1,1,1,32.96,36.2,4737.6,679.6,New Zealand,male,2021-03-27,Mobile,132,1100,Amex,21,21
3432,0,0,0,42.36,26.12,3717.16,882.12,Spain,female,2021-03-04,Prepaid cards,120,1139,JBC,44,38
7465,0,1,1,40.8,32.2,1420.2,158.04,United Kingdom,female,2021-02-23,Bank transfers,177,1258,JBC,36,63
6218,1,1,1,30.84,36.88,3313.52,511.32,Germany,male,2021-01-13,Credit cards,206,1300,JBC,12,98
1576,0,1,0,21,6.88,1038.16,207.92,Ireland,female,2021-01-21,Credit cards,243,1214,Amex,6,32
131,1,1,0,34.32,36.64,1876.44,105.36,United States,female,2021-01-02,Mobile,293,1222,Visa,20,10
5459,1,0,1,39.84,46.84,2586.24,91.6,Canada,male,2021-01-08,Bank transfers,19,1292,Visa,70,25
4193,1,1,0,9.84,8.76,2461.52,477.12,Brazil,female,2021-01-16,E-Wallet,218,1204,Visa,29,23
4537,1,0,0,34,39.28,3731.8,463.96,Brazil,female,2021-01-04,Credit cards,208,1255,Amex,42,12
5964,1,0,1,46.24,8.24,1508.96,395.6,Switzerland,female,2021-01-27,Mobile,118,1072,Visa,60,65
6817,0,0,1,2.88,6.24,2633.84,363.56,New Zealand,female,2021-03-05,Bank transfers,63,1144,Visa,78,27
8544,0,0,0,21.4,47.44,4253.88,361.64,Netherlands,male,2021-03-23,Prepaid cards,252,1250,Amex,27,24
9892,1,1,1,23.96,24.56,3600.96,341.12,Denmark,male,2021-02-06,Credit cards,81,1258,Visa,49,50
9716,0,0,1,42.48,21.32,4859.48,223.56,Iran,male,2021-01-11,Prepaid cards,186,1232,JBC,44,14
4174,1,1,1,48.2,25.6,1608.16,130.16,United States,female,2021-02-27,Prepaid cards,136,1273,Visa,37,85
3103,0,0,1,40.24,27.68,3572.76,750.56,Denmark,male,2021-01-22,E-Wallet,27,1043,Visa,62,64
5906,0,1,1,29.32,11.32,1514.48,890.24,Turkey,male,2021-02-14,Prepaid cards,69,1177,MasterCard,69,32
3706,0,0,1,33.28,20.12,3662.4,410.96,Netherlands,female,2021-01-13,Bank transfers,54,1300,MasterCard,81,21
3092,1,1,0,35.88,42.32,1125.6,522.52,France,male,2021-02-08,Prepaid cards,292,1037,JBC,31,74
804,1,1,0,14.92,13.64,2044.36,351.48,Australia,female,2021-03-21,Bank transfers,254,1170,MasterCard,77,50
8528,1,1,0,48.76,47.6,4710.52,588.24,France,female,2021-01-19,Bank transfers,65,1239,Visa,10,80
8791,0,0,1,44.44,22.36,1527.92,75.72,Australia,female,2021-01-12,Mobile,98,1227,Amex,96,32
7352,0,1,1,5.68,25.68,4202.12,901.4,United States,female,2021-02-10,Prepaid cards,72,1006,JBC,87,30
9115,1,0,1,36.04,9.04,1326.92,440.44,Brazil,male,2021-03-16,Mobile,15,1004,JBC,68,8
4320,1,0,1,12.08,41.96,4018.72,121.64,Switzerland,male,2021-03-23,Bank transfers,207,1232,MasterCard,25,24
2229,1,1,0,4.48,11.8,2195.92,546.56,United Kingdom,female,2021-01-09,Mobile,71,1011,Amex,56,12
2688,0,1,1,14.44,15.24,1596.32,569.16,Canada,male,2021-02-18,Bank transfers,81,1081,Amex,25,84
9146,0,1,1,43.56,33,4672.08,850.4,Brazil,female,2021-01-21,Prepaid cards,188,1000,Amex,20,5
5099,0,1,1,11.28,4.12,2287.68,418.6,Netherlands,male,2021-02-16,E-Wallet,243,1153,MasterCard,95,81
8691,1,0,0,45.24,32.24,2462.28,395.88,Germany,female,2021-03-01,Mobile,96,1041,JBC,52,6
1449,0,0,0,21.12,33.92,4750.88,960.76,United Kingdom,female,2021-03-20,E-Wallet,31,1035,MasterCard,44,70
9232,1,1,1,40.6,4.12,4949.88,465.56,France,female,2021-02-08,Prepaid cards,238,1147,Visa,24,32
7738,0,1,1,10.24,27.96,2645.44,449.88,Spain,female,2021-02-22,E-Wallet,167,1002,JBC,64,67
6985,1,0,0,23.4,23.56,3876.76,412.44,New Zealand,male,2021-02-23,Prepaid cards,60,1144,MasterCard,1,27
1005,0,1,0,12.92,41.56,2014.64,205.28,Australia,male,2021-02-04,Bank transfers,107,1048,JBC,19,100
3422,1,1,0,46.96,11.36,2851.76,648.84,Denmark,female,2021-02-01,Mobile,29,1126,MasterCard,37,31
6228,0,1,1,11.16,9.08,2317.28,628.48,Iran,female,2021-03-16,Prepaid cards,107,1298,JBC,90,11
8866,1,0,0,6.4,15.28,3344.16,260.32,Switzerland,male,2021-01-13,Credit cards,254,1036,Amex,44,62
7488,0,1,1,10.52,18.28,3557.64,664.72,Turkey,female,2021-03-07,Mobile,190,1257,MasterCard,13,34
3626,1,0,0,39.64,32.04,3000.28,775,Norway,male,2021-01-19,Prepaid cards,36,1219,Visa,64,62
1194,0,1,1,23.16,45.16,3471.4,459.2,United Kingdom,female,2021-01-06,Bank transfers,216,1185,JBC,55,93
9763,1,0,1,19.76,17.24,4696,219.56,Finland,female,2021-01-30,E-Wallet,25,1110,Visa,63,53
5457,0,1,1,9.04,47.32,3608.52,694.88,Spain,female,2021-03-11,Credit cards,152,1288,MasterCard,93,32
381,1,1,1,4.32,43.48,4196.28,565.44,France,female,2021-03-16,E-Wallet,205,1084,Visa,51,98
2894,0,1,0,48.24,29.84,4851,266.84,Netherlands,female,2021-03-18,Bank transfers,204,1017,Visa,33,22
8107,1,1,1,14.48,5.12,4173.56,512.92,France,male,2021-02-19,Bank transfers,127,1271,Amex,43,14
9233,0,0,1,43.84,24.52,2276.76,165.8,Turkey,male,2021-01-19,Prepaid cards,222,1079,Visa,80,17
6188,1,1,0,1.64,8.12,1507.32,161.96,United States,female,2021-02-03,E-Wallet,115,1227,MasterCard,50,40
8658,1,1,0,12.52,14.68,1047.36,861.88,Denmark,female,2021-01-27,Bank transfers,111,1126,Amex,61,47
6082,0,0,0,38.28,46.56,2167.6,498.56,Turkey,female,2021-01-08,E-Wallet,200,1001,MasterCard,13,82
9207,1,0,1,31.68,8.96,1471.92,267.12,United States,male,2021-01-22,Mobile,254,1262,Visa,6,96
434,1,1,0,21.6,22.68,4566.76,478.48,Ireland,male,2021-02-04,Prepaid cards,139,1163,MasterCard,74,90
1162,1,1,0,15.04,38.12,1929.72,164.56,Canada,male,2021-01-21,Credit cards,207,1144,MasterCard,31,26
7138,0,0,0,31,42.16,3678.64,637.48,Switzerland,male,2021-02-15,Prepaid cards,292,1075,Amex,64,80
8230,1,0,1,4.16,3.4,2745.68,196.44,Germany,female,2021-01-18,Credit cards,73,1300,MasterCard,80,99
5505,1,0,1,27.44,5.6,4384.6,218.88,United Kingdom,female,2021-01-07,Bank transfers,229,1177,MasterCard,64,24
7440,0,0,1,44.12,16.8,2128.16,986.12,Ireland,female,2021-01-27,Bank transfers,261,1116,Visa,23,51
2128,0,0,1,28.44,16.24,4338.32,924.04,Ireland,female,2021-01-13,Bank transfers,39,1021,JBC,98,37
247,1,0,1,14.84,22.72,4971.88,869.96,Australia,male,2021-02-16,Mobile,6,1138,Amex,68,49
7413,1,1,1,2.64,10.52,3379.32,577.96,Finland,female,2021-03-10,Mobile,143,1110,Amex,85,17
7568,0,0,1,42.32,30.32,4421.88,469.64,Finland,female,2021-01-19,Credit cards,229,1280,JBC,65,20
4984,1,1,1,19,42.64,2557.56,849.28,United Kingdom,male,2021-03-07,Credit cards,180,1210,Amex,67,18
7867,0,0,1,38.04,31.16,4031.2,754,Germany,female,2021-02-05,Mobile,95,1154,Amex,67,93
820,1,0,0,14.28,8.88,4355.08,546.64,Ireland,male,2021-01-13,Mobile,30,1085,Visa,54,51
9219,1,1,0,41.88,15.76,2037.72,488.32,Spain,female,2021-03-11,Mobile,54,1224,MasterCard,10,56
4958,1,0,1,28.28,19.68,1794.52,899.56,United Kingdom,male,2021-02-09,Credit cards,146,1011,Amex,52,8
5681,1,0,0,14.4,46.24,1537.24,753.96,Australia,male,2021-01-30,Mobile,96,1226,MasterCard,68,78
7967,0,0,1,13.48,10.76,1008.28,212.2,Finland,male,2021-02-27,E-Wallet,118,1134,MasterCard,26,64
665,0,0,1,8.04,11.48,3893.56,552,United Kingdom,female,2021-02-17,Credit cards,276,1295,Amex,28,48
5961,0,0,1,29.88,26.6,4108.4,239.44,Switzerland,male,2021-02-17,E-Wallet,238,1013,Amex,95,31
1039,1,1,0,15.2,33.56,1320.64,87.92,Switzerland,female,2021-02-13,E-Wallet,134,1249,MasterCard,82,4
667,1,0,0,10.12,29.56,3926.04,378.2,Iran,female,2021-01-11,Credit cards,32,1294,Amex,76,81
5635,1,1,1,44.68,20.96,4141.68,872.96,United States,female,2021-03-16,Credit cards,140,1005,Visa,29,22
1467,0,0,0,43.56,9.92,2887.68,711,New Zealand,female,2021-01-26,Bank transfers,64,1016,JBC,26,94
8010,1,0,1,14.76,45.08,3219.48,590.32,United Kingdom,male,2021-01-30,Bank transfers,187,1191,MasterCard,15,20
5818,1,0,0,16.8,37.88,3990.76,311.4,Ireland,female,2021-01-12,Credit cards,294,1187,MasterCard,32,53
8577,0,0,0,19.28,18.56,2401.24,511.08,Australia,female,2021-01-05,Prepaid cards,259,1081,MasterCard,94,93
1779,0,1,1,29.68,24.08,4673.16,616.92,Brazil,male,2021-01-03,Prepaid cards,122,1145,Amex,26,54
5962,0,0,0,31.12,29.6,2934.36,78.44,New Zealand,male,2021-01-15,Mobile,95,1298,JBC,12,23
3222,1,1,1,27.92,10.28,3429.44,855,France,female,2021-03-11,Bank transfers,181,1155,MasterCard,47,66
6389,1,0,1,42.76,23.04,3397.72,732.2,Spain,male,2021-02-09,Bank transfers,119,1178,Visa,13,60
3099,0,1,0,7.8,12.32,4576.36,398.84,Norway,female,2021-03-12,Mobile,246,1288,JBC,90,34
3978,1,1,1,39.96,26.52,1126.96,529,New Zealand,female,2021-03-30,Bank transfers,213,1147,JBC,87,45
717,0,1,0,45.28,6.8,2594.04,703.48,Iran,female,2021-02-23,Credit cards,188,1068,Visa,45,49
8611,0,0,0,4.76,46.48,1402.72,293.72,Netherlands,female,2021-02-22,Prepaid cards,38,1246,JBC,69,24
2519,1,1,1,6.48,7.64,3527.96,261.48,Netherlands,female,2021-01-07,Mobile,35,1197,Amex,68,71
1040,0,0,0,13.96,23.92,3002,813.4,United Kingdom,male,2021-01-06,Mobile,156,1016,MasterCard,64,86
6782,0,0,0,9.56,32.76,4645.68,270.92,France,male,2021-01-05,Prepaid cards,111,1100,Amex,54,14
2803,1,0,1,19.92,15.76,2676.44,596.36,Switzerland,female,2021-02-02,Prepaid cards,299,1151,MasterCard,41,99
9446,0,1,0,15.84,1.68,2663.2,177.28,Denmark,male,2021-02-13,Bank transfers,287,1093,Amex,72,12
1553,1,1,1,39.8,16.4,4392,815.64,United States,male,2021-03-12,Bank transfers,120,1122,Visa,10,12
9051,1,1,0,1.24,8.6,1274.56,227.12,Brazil,female,2021-02-23,Prepaid cards,37,1215,Visa,62,86
345,0,1,1,19.48,49.08,2883.4,594.68,United Kingdom,female,2021-01-30,E-Wallet,62,1227,JBC,52,9
2029,1,1,1,49.84,42.28,1042.92,442.48,Brazil,male,2021-03-20,Prepaid cards,171,1041,JBC,41,72
6670,0,0,1,24.8,33.08,3949.72,364.04,Finland,female,2021-03-03,Mobile,34,1061,Amex,82,29
7809,0,1,0,21.84,16.68,4820.72,80.36,Canada,male,2021-01-09,E-Wallet,31,1269,JBC,81,43
3680,1,1,0,7.24,10.92,3120.04,966.68,Iran,male,2021-03-26,Credit cards,53,1128,JBC,55,69
2098,0,1,1,24.12,12.64,3880.16,590.56,United States,female,2021-03-05,Bank transfers,43,1066,Visa,78,20
9354,1,0,1,31.04,6.76,3302.76,785.6,Turkey,female,2021-02-22,Bank transfers,49,1136,Amex,79,7
9370,0,1,1,29.68,11.28,3733.24,812.88,Netherlands,female,2021-01-02,Mobile,236,1294,MasterCard,62,20
981,1,0,1,27.56,40.12,1458.84,920.48,Spain,male,2021-02-16,Bank transfers,225,1007,JBC,54,86
943,0,1,1,31.68,2,3080.6,555.12,New Zealand,male,2021-02-05,E-Wallet,38,1216,Amex,27,62
6893,0,1,1,29.96,32.28,2375.2,798.52,United States,male,2021-01-09,Bank transfers,15,1208,Visa,58,68
515,1,1,0,35.72,3.2,3233.8,795.04,Germany,female,2021-01-16,Credit cards,108,1008,MasterCard,59,13
80,1,1,1,35.36,15.8,2451.52,914.04,Australia,female,2021-01-16,E-Wallet,140,1086,Visa,27,32
5075,0,1,0,24.08,26.64,3376.36,538.44,Norway,male,2021-01-30,Prepaid cards,41,1202,JBC,20,43
7046,1,1,1,3.72,12.32,1092.44,704.76,Brazil,female,2021-01-18,Bank transfers,261,1005,MasterCard,56,48
3373,0,1,0,19.32,39.6,1035.96,421.8,France,male,2021-02-12,Mobile,192,1249,Amex,73,72
7283,1,1,0,48.36,38.6,2186.4,526.8,Switzerland,male,2021-02-14,E-Wallet,108,1171,Amex,33,87
7789,1,0,1,27.6,48.76,3893.24,328.92,Ireland,male,2021-02-01,Prepaid cards,43,1201,Amex,31,71
83,0,0,0,24.48,38.88,1547.64,764.04,Turkey,male,2021-03-19,Bank transfers,55,1170,JBC,86,51
8410,1,0,0,6.16,34.88,1386,637.72,Denmark,male,2021-03-29,E-Wallet,149,1286,MasterCard,100,2
5749,1,1,0,9,24.72,2748.6,966.6,Iran,male,2021-01-04,Bank transfers,63,1032,Amex,45,78
6918,1,1,1,5.68,19.52,1936.68,161.04,United States,male,2021-02-28,Prepaid cards,118,1064,Visa,51,89
716,1,1,0,13.92,16.2,4679.88,214.04,Iran,female,2021-01-24,Mobile,154,1185,Visa,93,2
2619,1,1,0,18.4,26.8,3295.96,223.36,Switzerland,female,2021-01-06,Prepaid cards,245,1161,MasterCard,86,94
2871,1,0,0,40.64,19.2,2966.76,605.08,Australia,male,2021-02-14,Mobile,270,1203,Amex,10,75
